Wine,Alcohol,Malic.acid,Ash,Acl,Mg,Phenols,Flavanoids,Nonflavanoid.phenols,Proanth,Color.int,Hue,OD,Proline
1,14.06,1.68,2.27,18.8,108,2.95,3.4,0.22,1.95,8.9,1.01,3.55,1150
2,11.66,1.88,2.22,19.0,112,1.61,0.99,0.5,0.42,2.6,1.02,1.67,625
1,13.72,1.43,2.7,19.5,132,3.0,2.74,0.5,1.82,5.24,1.25,2.71,735
2,11.84,2.13,1.71,15.0,151,2.6,2.65,0.24,1.35,2.06,1.06,3.18,710
1,14.12,1.68,2.27,16.0,98,3.1,3.93,0.21,2.14,5.75,1.25,2.82,1680
2,12.08,0.89,1.92,10.6,97,2.2,1.85,0.32,0.73,2.95,1.23,2.52,428
1,13.64,1.81,2.36,19.1,89,2.65,2.76,0.26,1.86,3.84,1.11,3.59,1020
1,14.12,1.76,2.12,16.0,101,2.61,2.33,0.29,1.92,5.25,1.08,3.1,1290
3,12.81,3.24,2.58,24.0,101,2.32,0.56,0.53,0.8,5.88,0.82,2.15,550
2,12.77,3.43,2.4,22.5,85,1.95,1.75,0.48,1.35,2.0,1.15,2.01,463
1,13.2,1.97,2.68,20.0,101,3.0,2.92,0.29,2.81,6.25,1.07,2.65,1280
2,12.33,0.99,1.36,15.0,100,1.98,1.28,0.14,1.46,2.9,1.18,2.27,415
2,11.66,1.99,2.23,20.4,112,1.61,0.99,0.5,1.35,2.06,1.16,2.26,625
3,12.77,2.51,2.28,19.5,86,1.39,0.68,0.4,0.86,4.9,0.72,1.82,675
3,13.32,3.57,2.38,20.0,92,1.35,0.83,0.4,1.46,9.3,0.6,1.62,615
3,13.17,3.91,2.6,23.0,101,1.7,0.47,0.43,1.15,5.0,0.87,1.51,550
2,12.37,1.17,1.82,16.8,136,1.85,1.28,0.29,2.5,3.4,1.17,2.31,562
1,14.3,1.71,2.3,16.0,118,3.25,3.39,0.27,2.03,4.9,1.04,3.71,1045
2,12.04,0.92,1.92,19.0,97,2.48,2.04,0.35,0.73,2.95,1.23,3.12,428
2,13.49,1.51,1.98,16.8,78,2.02,2.03,0.32,1.63,4.8,1.23,2.77,415
2,11.65,1.88,2.28,20.0,96,2.9,3.15,0.24,1.35,6.0,0.98,3.64,380
1,13.87,1.35,2.27,16.5,108,2.88,2.98,0.26,1.85,4.5,1.23,2.74,1035
1,13.88,1.57,2.27,16.0,108,2.88,2.98,0.21,1.85,5.1,1.04,3.44,1035
2,11.87,2.68,1.92,19.0,85,2.45,2.17,0.39,1.43,3.3,0.86,3.52,672
2,12.52,2.43,2.0,20.5,97,2.56,2.27,0.35,1.22,2.45,0.8,3.19,345
3,12.77,5.51,2.48,21.5,95,1.48,0.61,0.53,1.1,7.65,0.78,1.56,520
1,13.05,1.77,2.1,11.2,100,3.0,3.15,0.26,1.28,6.1,1.2,2.9,780
2,12.42,1.61,2.32,22.5,90,1.78,1.32,0.45,1.46,2.6,1.02,3.07,315
1,14.02,2.16,2.3,14.0,103,2.42,2.99,0.26,1.97,5.85,1.04,2.69,780
2,12.51,2.43,2.12,18.5,88,2.45,2.27,0.25,2.01,3.38,0.8,3.48,380
2,12.37,1.13,1.7,17.5,86,2.1,2.09,0.24,2.29,2.9,1.28,2.96,710
3,12.6,5.19,2.54,18.5,120,1.54,1.28,0.34,1.14,5.0,0.74,1.29,650
3,12.79,5.65,2.48,23.0,86,1.48,0.65,0.61,0.97,7.7,0.54,1.58,470
3,13.84,2.39,2.3,19.5,89,1.4,0.68,0.48,1.24,5.45,0.75,1.56,620
3,12.84,2.59,2.7,27.0,96,1.55,0.5,0.63,0.64,3.85,0.75,2.06,740
1,14.1,1.63,2.21,16.0,96,2.45,2.99,0.26,1.4,5.0,1.02,2.48,1050
2,12.37,1.13,1.98,14.8,80,1.85,1.85,0.32,0.42,4.68,1.23,1.93,580
2,11.03,3.74,2.28,20.0,96,2.86,3.15,0.21,3.58,5.3,0.75,3.64,380
3,12.88,3.27,2.58,22.0,106,1.65,0.6,0.53,0.96,5.0,0.82,2.11,570
1,13.3,1.97,2.4,20.5,101,2.65,2.68,0.26,1.92,3.84,1.0,3.59,1035
1,13.73,1.5,2.7,19.5,110,3.0,2.91,0.31,1.86,7.3,1.28,3.0,1450
2,12.29,1.41,2.46,22.5,84,1.45,1.02,0.5,1.63,3.6,1.08,2.31,870
1,13.29,3.98,2.65,18.6,102,2.41,2.64,0.25,1.98,4.28,0.82,3.52,845
3,13.78,4.1,2.26,20.0,89,1.68,0.47,0.48,0.68,5.7,0.96,1.75,580
3,14.13,4.1,2.48,19.5,91,2.0,0.8,0.47,1.56,9.01,0.55,1.62,625
1,13.56,1.71,2.36,17.2,117,3.15,3.4,0.2,1.86,6.8,0.91,3.36,1060
1,13.05,2.05,2.4,20.5,101,2.65,2.68,0.26,1.98,4.25,1.16,3.13,770
3,13.32,5.51,2.35,22.0,88,1.62,0.63,0.52,1.55,7.1,0.7,2.47,480
1,14.1,4.04,2.44,14.0,116,3.88,3.49,0.2,1.87,5.43,1.04,3.44,1095
3,12.84,1.24,2.25,19.5,86,2.0,0.66,0.45,0.97,4.4,1.25,1.27,600
1,14.19,1.68,2.48,15.6,117,3.4,3.17,0.32,1.97,7.5,1.28,2.9,1515
3,12.93,5.19,2.54,22.0,95,1.65,0.47,0.53,0.68,4.35,0.89,1.82,580
3,12.2,4.72,2.64,25.0,96,1.9,0.58,0.63,1.06,8.5,0.56,1.48,640
2,11.96,1.09,2.2,21.5,86,3.52,2.58,0.24,1.65,2.76,1.04,3.71,420
2,11.87,1.83,2.2,21.5,86,1.38,1.02,0.5,1.63,1.95,1.08,1.82,870
1,13.5,1.81,2.62,20.0,101,3.0,3.0,0.34,1.76,5.1,0.88,3.33,1195
1,12.93,3.8,2.12,11.2,92,2.48,2.43,0.26,1.28,3.93,0.91,3.3,1035
1,13.05,1.73,2.04,17.0,98,2.4,2.19,0.32,1.35,3.7,1.02,2.82,990
1,14.21,1.48,2.45,18.8,108,2.5,2.52,0.34,3.28,6.25,1.07,2.75,1065
2,12.6,1.34,2.32,23.0,101,2.42,2.01,0.42,1.44,2.6,0.89,3.12,438
1,14.83,1.64,2.39,11.4,106,3.1,3.69,0.3,2.96,8.9,1.2,2.73,1150
3,14.13,2.56,2.74,23.5,98,2.05,0.52,0.52,0.64,4.92,0.87,2.31,488
2,12.43,1.52,2.17,19.0,99,3.5,3.75,0.24,2.49,2.8,1.04,2.77,420
2,13.05,1.67,2.5,26.0,88,1.92,1.75,0.21,1.34,2.0,1.31,2.72,472
1,14.83,1.73,2.39,14.0,91,2.85,2.98,0.43,2.08,5.1,1.04,2.85,1045
2,11.82,1.13,2.74,26.5,139,3.3,2.89,0.58,1.87,3.0,1.25,2.44,450
1,13.74,1.53,2.62,22.5,101,3.25,3.25,0.4,2.04,7.5,1.28,3.0,1515
1,13.73,1.53,2.7,22.5,115,2.95,2.69,0.3,1.35,4.32,1.11,2.57,830
1,13.88,1.65,2.27,16.5,118,2.6,2.51,0.21,1.25,5.85,0.92,3.2,1060
3,13.11,2.59,2.37,20.0,120,1.59,0.69,0.53,1.46,10.68,0.6,1.62,500
1,13.75,1.9,2.59,17.1,121,2.6,2.76,0.17,2.1,3.52,1.11,3.47,1015
2,11.62,1.99,2.26,18.0,96,2.9,2.99,0.17,1.87,6.0,0.98,3.64,510
1,13.72,1.43,2.5,16.8,93,2.2,2.43,0.42,1.57,4.2,1.23,2.31,1290
2,11.96,2.12,2.28,21.5,85,1.38,1.25,0.5,1.63,1.74,1.05,2.42,480
1,13.24,1.97,3.22,21.0,124,2.63,2.68,0.39,1.98,4.2,1.16,3.5,735
2,12.0,1.09,1.75,19.5,92,3.38,2.89,0.19,1.95,2.7,1.22,2.96,718
1,14.1,1.73,2.21,16.3,96,2.65,2.33,0.29,1.92,5.0,1.02,3.1,1285
3,13.58,2.46,2.54,20.0,107,1.54,0.56,0.29,0.64,4.35,0.76,2.11,560
3,12.79,3.26,2.35,18.5,113,1.7,0.69,0.43,0.94,5.28,0.96,1.58,680
2,12.08,2.12,2.17,19.0,103,2.23,2.45,0.26,1.37,2.4,0.97,3.48,510
3,13.69,3.59,2.19,22.0,89,1.35,0.55,0.52,0.88,5.7,0.81,1.75,520
2,11.61,2.06,2.28,18.0,98,1.61,0.99,0.5,1.15,3.25,1.13,2.12,870
2,12.42,1.61,2.2,21.5,86,1.68,2.03,0.66,1.62,1.74,1.02,2.5,495
2,11.84,2.16,1.98,19.0,94,2.23,2.45,0.32,1.4,3.8,0.97,3.12,278
1,13.05,1.73,2.04,18.8,98,2.45,2.37,0.32,1.37,4.25,1.04,3.17,1095
2,12.08,1.51,2.5,19.0,104,2.46,2.11,0.25,1.9,2.6,0.96,3.48,678
1,13.64,1.66,2.7,19.5,110,2.7,2.91,0.28,1.86,4.8,1.12,3.92,915
1,13.9,2.16,2.3,16.0,105,2.88,3.06,0.21,2.08,5.04,0.86,3.22,680
2,11.56,1.88,2.4,18.0,112,1.61,1.5,0.58,0.95,3.25,1.1,2.12,500
1,13.86,1.75,2.21,15.2,94,2.6,2.51,0.26,1.36,4.7,1.04,3.47,1280
2,12.64,1.36,2.0,16.8,80,2.02,2.03,0.32,1.04,3.4,1.17,3.63,672
1,13.68,1.83,2.7,16.1,110,3.0,3.17,0.29,1.66,8.9,1.28,2.88,1310
2,12.42,4.43,2.42,22.5,84,1.65,1.25,0.5,1.63,3.8,0.91,2.65,365
2,12.99,0.9,2.27,18.0,99,1.9,1.75,0.43,1.46,4.6,1.23,2.01,630
3,12.93,2.39,2.28,20.0,102,1.3,0.75,0.53,0.86,5.7,0.66,1.73,675
2,12.29,3.17,2.12,18.5,88,2.45,2.27,0.3,1.99,1.28,1.42,3.52,510
1,13.2,2.36,2.87,25.0,118,2.8,2.78,0.39,1.35,5.4,1.13,3.2,1375
2,12.08,2.68,1.9,18.0,86,2.45,1.64,0.37,1.87,3.8,0.96,2.65,562
2,12.52,1.73,2.28,20.7,101,1.1,1.76,0.61,1.42,2.94,0.95,2.42,315
2,13.67,1.25,2.12,21.5,80,2.5,2.86,0.34,1.77,2.6,0.95,3.19,502
2,13.86,1.25,2.58,18.1,98,1.38,1.76,0.37,0.73,3.4,0.88,2.46,630
3,12.25,3.03,2.32,18.5,98,1.38,1.09,0.6,0.83,5.7,0.77,2.05,515
2,11.66,2.05,2.5,21.0,104,3.02,2.14,0.32,1.35,2.8,1.16,2.96,678
2,13.11,5.8,2.42,22.5,84,1.65,1.59,0.61,1.62,4.6,0.84,2.01,515
2,12.07,4.3,2.21,18.0,88,2.62,2.65,0.39,2.91,1.28,0.75,3.0,625
2,11.64,1.35,2.6,22.5,70,2.0,1.75,0.42,1.38,3.08,1.23,2.44,562
2,13.11,5.8,2.67,21.0,98,2.62,1.3,0.26,1.46,2.6,1.19,2.77,714
2,12.33,2.45,2.21,18.0,88,2.55,2.11,0.25,1.22,2.6,0.8,2.78,290
1,14.38,1.87,2.38,14.6,102,2.85,2.98,0.34,1.85,5.2,1.15,2.74,1065
3,13.4,2.81,2.28,20.0,103,1.8,1.22,0.17,1.11,4.1,0.7,1.29,392
2,12.0,3.43,2.27,16.0,151,2.0,1.09,0.32,2.5,2.15,0.93,2.26,625
2,12.47,1.52,2.36,22.5,85,2.42,2.17,0.42,1.9,2.45,0.93,3.12,278
1,13.88,1.89,2.68,15.0,101,3.0,3.56,0.33,1.66,6.0,1.07,2.93,1095
1,14.1,1.68,2.21,16.5,96,2.65,2.51,0.29,1.98,5.25,1.15,2.82,1290
2,12.6,1.34,2.67,22.5,85,1.38,1.76,0.48,1.35,2.45,1.04,1.82,315
1,13.29,3.98,2.28,16.2,103,2.64,2.76,0.34,1.69,4.6,1.04,2.93,1045
2,12.22,1.19,2.21,19.0,162,2.56,2.26,0.14,2.29,2.5,0.95,3.2,937
2,12.37,1.13,2.21,20.4,87,2.5,2.01,0.3,1.46,2.76,1.16,3.13,312
3,13.62,3.37,2.3,19.5,90,1.35,0.51,0.4,0.8,5.5,0.58,1.56,675
1,13.58,3.1,2.87,21.0,124,2.6,2.9,0.39,1.97,4.2,1.23,3.4,735
3,13.32,1.29,2.64,25.5,98,2.6,1.31,0.56,2.29,11.75,0.57,1.29,675
3,13.27,3.24,2.15,20.0,102,1.59,0.58,0.6,1.4,7.3,0.6,1.62,740
2,12.34,0.99,2.22,20.4,87,2.2,2.13,0.3,2.01,1.95,1.12,3.02,278
3,12.93,2.51,2.2,20.0,103,1.15,0.47,0.53,0.64,5.6,0.75,2.05,725
3,12.84,5.04,2.64,25.0,112,2.32,1.36,0.24,1.56,7.1,0.48,1.29,472
2,12.33,0.99,2.28,16.0,101,2.53,2.65,0.63,1.77,3.4,1.02,2.87,406
1,14.02,2.02,3.22,25.0,124,2.6,2.51,0.39,1.36,4.2,1.0,2.57,830
2,12.08,4.31,2.24,18.0,88,2.86,3.15,0.39,2.91,2.3,0.75,3.39,625
2,11.03,0.74,2.26,18.0,87,2.48,2.65,0.52,2.08,2.85,1.71,2.44,407
1,14.3,1.71,2.3,16.0,126,2.8,2.98,0.21,2.1,5.04,1.04,3.59,1035
2,12.6,1.36,2.19,24.0,101,2.5,2.01,0.43,1.03,3.8,0.89,3.38,450
3,12.51,3.27,2.35,21.0,97,1.38,1.09,0.52,0.83,5.5,0.75,1.58,515
3,13.5,2.46,2.54,22.0,123,1.7,1.57,0.21,1.25,9.7,0.57,1.29,500
3,12.2,4.72,2.48,18.5,92,1.62,0.7,0.61,0.94,5.28,0.75,2.05,515
1,13.88,1.89,2.8,15.0,101,3.25,3.56,0.37,1.87,8.7,1.23,2.71,1547
3,12.87,2.67,2.7,27.0,116,1.55,1.28,0.26,1.26,10.8,0.59,1.33,480
2,11.65,1.67,2.0,19.0,92,1.61,1.5,0.3,1.63,3.8,0.94,2.31,428
3,13.49,3.26,2.72,23.5,123,1.55,1.28,0.21,1.11,5.58,0.67,1.33,630
3,13.17,5.19,2.32,21.5,93,1.7,0.49,0.47,0.8,5.7,0.89,1.58,550
3,12.58,2.76,2.64,21.0,88,1.83,0.6,0.44,1.25,9.7,0.62,1.68,640
3,13.11,4.95,2.86,25.0,112,2.05,0.96,0.27,1.14,7.5,0.57,1.68,560
2,12.37,1.07,2.19,21.0,88,3.38,2.14,0.19,1.65,1.9,0.99,2.87,420
1,13.51,1.81,2.61,20.0,101,3.0,3.4,0.34,1.95,6.0,1.25,2.88,1235
2,13.49,1.66,1.98,14.8,86,2.2,2.03,0.3,1.46,4.6,1.04,2.48,530
2,12.04,1.39,2.27,16.0,151,2.74,2.99,0.37,1.77,3.94,1.23,2.9,937
2,12.42,1.61,2.3,22.5,85,2.0,1.58,0.43,1.44,1.95,1.23,3.05,315
3,13.69,2.59,2.62,24.0,107,1.4,0.56,0.43,0.64,4.35,0.89,1.82,695
2,12.37,0.94,2.3,17.0,110,2.53,2.5,0.55,1.77,4.6,1.45,2.44,495
1,14.1,2.16,2.61,18.6,120,2.6,2.51,0.28,1.36,5.0,0.86,2.78,1035
2,12.0,4.31,2.51,21.0,98,2.86,2.55,0.37,2.91,2.8,0.75,3.64,678
1,14.38,1.87,2.45,14.6,96,2.85,2.98,0.32,1.85,5.1,0.88,3.33,1195
3,13.78,1.68,2.64,22.5,105,1.48,0.6,0.53,0.81,4.35,0.76,2.15,725
3,13.16,3.26,2.38,20.0,92,1.74,0.76,0.44,0.97,9.58,0.56,1.68,650
1,13.63,1.66,2.7,22.5,101,3.0,3.25,0.29,2.38,5.7,1.19,2.88,1375
1,13.51,1.81,2.46,20.5,116,2.96,2.78,0.19,1.72,5.4,1.25,2.96,1235
2,11.41,2.4,1.94,19.0,88,3.02,2.26,0.21,1.83,2.06,0.9,3.39,380
2,12.29,2.83,2.67,21.0,104,1.75,1.32,0.6,1.62,3.6,1.23,2.65,495
2,12.25,1.73,2.17,22.5,108,1.68,1.84,0.48,1.63,3.05,1.02,2.75,365
3,12.96,3.17,2.36,21.5,106,1.15,0.7,0.53,0.86,5.7,0.77,1.58,750
1,13.88,1.75,2.21,16.5,94,2.65,2.33,0.29,1.98,4.7,1.05,2.75,1295
3,13.71,3.12,2.3,22.0,90,1.35,0.68,0.41,1.25,5.45,0.6,1.56,675
3,12.77,4.61,2.54,21.5,86,1.83,0.47,0.53,0.68,4.92,0.87,1.82,580
3,13.84,2.81,2.69,24.5,107,1.55,0.58,0.43,0.81,3.85,0.81,2.31,695
2,11.45,3.74,2.24,18.0,112,3.18,3.18,0.17,3.58,5.3,0.75,3.03,290
1,13.75,1.5,2.7,19.5,110,2.95,2.91,0.31,1.76,6.3,1.19,2.71,1285
2,12.69,3.43,2.21,24.0,88,2.22,2.45,0.21,2.29,3.05,0.96,3.52,380
3,12.96,1.67,2.32,20.0,102,2.2,0.75,0.53,0.97,4.4,1.02,1.58,750
1,14.37,1.95,2.5,16.7,121,2.8,2.94,0.32,2.1,7.3,1.28,3.13,1515
3,12.88,3.12,2.61,24.0,101,2.32,0.6,0.6,0.96,5.88,0.89,2.15,580
2,12.25,1.19,1.71,15.0,80,2.1,1.28,0.14,0.42,3.4,1.23,1.82,562
1,13.5,1.81,2.46,20.5,100,3.0,2.98,0.2,1.86,5.04,1.04,3.71,1035
2,13.49,1.25,2.2,21.5,80,3.5,2.58,0.19,1.96,3.35,0.99,3.13,502
2,12.77,1.75,2.22,21.5,80,1.68,2.03,0.37,1.35,2.0,1.06,2.78,502
3,12.82,1.29,2.25,19.5,96,2.0,0.66,0.53,0.97,6.62,0.58,1.6,740
2,11.64,1.88,2.0,19.0,86,2.9,2.99,0.17,1.35,6.0,0.93,3.39,510
2,11.66,1.35,2.16,21.0,85,2.74,2.99,0.17,1.77,6.0,0.98,2.84,345
2,12.51,2.43,1.99,16.0,80,2.45,1.64,0.3,0.42,5.75,0.93,1.59,510
3,13.08,3.37,2.38,20.0,104,1.65,0.75,0.43,0.86,7.65,0.64,1.83,685
3,13.78,3.45,2.69,23.5,107,1.55,0.58,0.53,0.96,5.58,0.81,2.31,695
1,13.05,1.73,2.04,17.0,107,2.65,2.76,0.32,1.98,4.25,1.05,2.75,1045
1,14.02,1.48,2.12,16.0,101,2.61,2.51,0.26,1.92,5.85,1.02,3.4,780
2,12.42,1.61,2.38,24.5,101,1.95,1.84,0.4,1.03,2.6,0.98,2.23,438
3,12.88,3.55,2.58,24.0,101,2.32,0.6,0.43,0.81,5.88,0.82,2.15,580
2,12.21,1.19,1.9,18.5,85,2.36,2.5,0.26,1.77,3.05,1.17,3.48,710
2,12.37,1.07,1.75,19.5,85,3.38,2.14,0.19,1.87,3.4,1.22,2.96,710
3,13.71,2.58,2.72,24.5,105,1.55,0.76,0.39,1.25,9.7,0.61,1.56,750
1,14.06,1.63,2.21,18.8,94,2.2,2.43,0.27,1.4,5.25,1.08,3.48,1105
2,12.29,3.17,1.92,19.0,86,2.85,3.15,0.39,2.81,2.8,0.96,3.64,625
3,13.45,1.35,2.64,22.5,89,2.6,1.31,0.52,2.7,10.52,0.57,1.29,470
1,13.74,1.73,2.25,16.0,98,2.98,3.15,0.21,1.69,5.75,1.12,3.71,780
3,12.77,1.24,2.25,19.5,96,1.51,0.58,0.5,1.06,4.4,0.76,1.75,740
2,11.46,0.74,2.36,18.0,87,2.2,1.94,0.42,2.08,3.05,1.71,2.31,352
1,13.86,1.75,2.27,14.0,97,2.65,2.33,0.21,1.98,5.85,1.02,3.47,1045
2,12.16,1.45,2.19,21.0,88,1.45,1.02,0.5,1.35,1.95,1.05,2.27,870
1,13.86,1.65,2.32,15.6,106,2.88,2.98,0.26,1.85,5.04,0.88,3.22,1060
1,14.06,2.02,3.22,25.0,118,2.6,2.51,0.47,1.36,5.25,1.13,2.57,830
2,12.6,1.34,2.24,18.8,87,2.42,2.04,0.3,1.04,3.74,1.12,3.12,278
1,13.71,1.43,2.5,16.7,108,3.4,3.56,0.2,2.04,6.8,0.89,3.13,1260
3,13.48,3.3,2.62,24.0,111,1.4,0.96,0.53,1.87,10.52,0.74,1.51,675
3,12.36,2.51,2.28,19.0,96,1.38,0.66,0.52,0.94,5.28,0.75,1.58,510
2,12.16,1.45,2.32,21.0,98,1.89,1.75,0.45,1.46,2.6,1.02,2.44,407
1,14.22,3.99,2.51,15.2,128,3.0,3.17,0.2,2.29,5.65,0.89,3.53,680
3,13.11,5.04,2.86,25.0,112,1.98,0.92,0.5,1.04,7.5,0.54,1.6,675
3,13.45,2.76,2.28,19.5,86,1.62,0.68,0.45,1.03,4.4,0.75,1.75,660
1,13.51,1.81,2.65,17.2,108,2.8,3.54,0.29,1.66,6.9,1.19,2.71,1285
2,12.29,1.41,1.7,15.0,88,2.02,1.28,0.14,1.46,4.6,1.06,2.65,415
1,13.5,1.81,2.65,20.0,115,3.0,3.0,0.31,1.35,5.04,0.88,3.38,1060
3,12.7,3.91,2.2,21.0,103,1.7,0.34,0.4,0.8,7.65,0.68,1.83,830
2,11.79,1.72,2.21,19.0,96,2.2,2.13,0.25,1.37,3.25,1.0,3.48,510
3,13.17,3.45,2.15,20.0,103,1.59,0.58,0.4,1.3,4.0,0.59,1.86,750
3,13.71,3.12,2.69,25.0,107,1.55,0.84,0.43,1.87,13.0,0.74,1.8,685
2,13.11,1.01,1.75,19.5,86,3.38,2.14,0.24,1.87,3.35,1.04,3.18,530
2,12.29,3.17,1.92,18.5,92,2.85,2.99,0.37,2.91,5.3,0.86,3.64,672
1,14.19,1.59,2.45,16.5,95,2.2,2.43,0.29,1.44,5.05,0.88,2.69,1195
1,13.71,1.83,2.41,20.5,100,2.61,2.9,0.26,1.76,3.84,1.11,3.47,990
1,13.76,1.53,2.62,22.5,96,2.45,2.99,0.29,1.98,3.52,1.09,2.51,845
3,13.4,1.24,2.7,27.0,89,2.6,1.31,0.61,2.29,13.0,0.57,1.96,470
3,13.08,2.81,2.28,20.0,103,1.59,0.75,0.6,0.97,6.62,0.64,1.73,675
2,11.61,1.88,2.3,20.0,96,3.02,2.14,0.24,1.35,3.21,1.23,2.96,345
3,13.52,3.83,2.6,23.0,97,1.7,0.47,0.52,0.8,3.85,0.82,2.11,550
2,11.79,2.16,2.51,21.0,98,2.23,2.45,0.26,1.76,3.25,1.27,3.14,520
1,13.68,1.43,2.5,16.8,93,2.2,2.43,0.27,1.57,3.52,1.12,2.77,1035
2,11.62,2.05,2.1,19.0,88,3.02,3.18,0.21,1.35,3.94,1.13,2.77,290
2,11.65,1.35,2.19,21.0,88,2.56,2.01,0.34,1.46,2.76,1.16,2.96,278
2,12.0,1.13,1.92,18.0,86,2.1,1.79,0.39,2.08,3.05,0.86,2.26,428
3,12.86,3.17,2.3,21.0,102,1.3,0.75,0.6,0.97,6.62,0.64,1.73,660
2,12.37,1.13,1.82,19.5,94,2.11,2.09,0.26,1.4,3.4,0.95,3.48,718
1,13.2,1.64,2.52,18.0,95,2.48,2.43,0.22,2.29,5.6,1.25,3.48,1235
1,14.21,1.73,2.48,16.0,91,3.85,3.49,0.32,1.86,7.05,0.86,2.87,1680
3,13.17,4.1,2.26,20.0,102,1.59,0.47,0.43,0.8,7.65,0.54,1.86,750
1,13.41,1.77,2.41,20.5,100,2.7,2.98,0.26,1.86,5.1,1.04,3.47,920
3,13.16,2.76,2.15,20.0,103,1.65,0.48,0.6,1.3,5.45,0.6,1.6,740
3,12.82,2.99,2.4,24.0,92,1.7,0.7,0.61,0.97,7.65,0.64,1.74,725
2,11.46,0.74,2.7,17.0,151,2.48,2.65,0.32,1.61,2.85,1.71,2.87,937
3,14.16,3.59,2.48,20.0,80,0.98,0.61,0.4,1.55,8.66,0.59,1.36,415
1,13.58,1.66,2.61,22.5,96,2.2,2.53,0.31,1.98,4.2,1.09,2.3,1095
2,11.64,1.88,2.23,19.0,112,1.61,1.57,0.66,0.42,2.4,1.25,1.93,607
1,13.75,1.9,2.8,19.4,107,2.95,2.97,0.37,1.86,4.5,1.12,2.57,915
2,13.05,3.86,2.24,21.5,86,2.86,2.99,0.43,1.95,3.94,0.91,3.64,463
1,13.56,1.71,2.46,20.5,117,3.15,2.78,0.2,1.86,5.43,1.12,3.71,1285
2,12.29,2.83,2.17,21.0,85,2.55,2.17,0.26,1.31,2.76,0.96,3.2,378
2,12.04,2.13,2.28,16.0,151,2.23,1.85,0.14,2.5,3.25,0.97,2.57,750
2,12.33,2.45,1.75,19.5,92,2.55,2.27,0.26,1.22,2.06,0.9,3.2,710
2,11.82,2.68,2.67,21.6,94,1.6,1.5,0.58,1.62,3.8,1.23,2.31,465
2,11.41,0.74,2.24,18.0,162,2.2,1.94,0.14,2.5,3.05,1.71,3.16,750
2,12.0,1.39,1.94,19.6,78,2.11,1.92,0.39,1.64,3.4,0.69,3.16,580
2,12.37,1.63,2.46,30.0,119,2.2,2.13,0.4,1.54,2.08,1.31,2.96,450
3,12.7,4.12,2.38,18.5,104,1.7,1.22,0.17,1.04,5.4,0.74,1.29,714
2,12.08,1.72,2.46,21.6,86,1.92,1.75,0.43,1.56,3.8,0.93,2.31,465
3,13.78,4.1,2.26,22.5,90,2.0,0.47,0.52,0.68,7.65,0.56,1.64,620
1,13.24,2.59,2.67,18.6,101,2.41,2.64,0.28,1.98,3.52,1.04,3.52,845
1,14.02,2.16,2.3,18.8,103,2.75,3.32,0.32,2.38,5.7,0.92,2.84,760
1,14.1,1.63,2.32,18.8,127,3.0,3.0,0.22,1.72,5.04,0.88,3.33,1195
1,13.76,1.73,2.25,16.0,98,3.1,3.15,0.22,2.34,5.75,1.25,2.82,1045
2,12.37,1.17,2.67,18.1,88,2.95,2.92,0.45,1.95,2.9,1.25,3.4,406
1,13.48,1.8,2.61,19.0,132,2.8,3.54,0.5,2.45,6.6,1.25,3.0,1260
1,13.56,1.73,2.46,20.5,116,2.96,2.78,0.19,2.45,6.2,1.07,3.71,1065
1,14.3,1.71,2.43,16.0,127,2.8,2.94,0.28,2.29,5.64,1.04,4.0,1060
2,12.37,1.17,1.82,19.5,86,1.98,1.79,0.29,1.35,4.6,1.12,2.65,562
1,13.29,1.97,2.4,20.5,101,2.7,3.25,0.26,2.81,5.75,1.15,3.0,1285
2,12.07,2.08,2.32,22.8,80,1.38,1.25,0.37,1.38,2.8,1.08,2.06,580
2,12.08,1.09,1.7,17.5,97,3.52,3.1,0.19,1.95,4.45,0.99,3.13,718
1,14.06,1.63,2.12,16.0,90,2.45,2.99,0.29,1.77,5.0,1.04,2.69,1045
3,12.25,3.03,2.32,19.0,96,1.25,0.49,0.4,0.75,5.5,0.65,1.75,510
3,13.17,3.17,2.38,21.5,104,1.8,0.75,0.53,0.86,5.7,0.87,2.05,680
1,14.83,1.73,2.39,11.4,91,3.1,3.64,0.3,2.96,5.4,1.2,3.0,1150
3,12.58,2.46,2.28,18.5,122,1.38,1.25,0.22,0.83,5.0,0.906,1.42,650
3,13.17,4.6,2.32,21.5,88,1.48,0.49,0.53,0.88,5.5,0.77,1.82,520
3,13.49,5.51,2.32,21.5,88,1.28,0.5,0.47,0.68,5.5,0.89,1.27,520
2,12.42,2.55,2.26,22.0,108,2.0,1.64,0.43,1.44,2.7,0.96,2.44,450
2,12.25,1.29,2.31,22.5,90,2.74,2.92,0.37,1.87,3.25,1.16,3.13,312
3,13.4,3.26,2.38,21.5,102,1.41,1.22,0.24,1.25,8.42,0.59,1.3,480
1,13.86,1.89,2.68,17.1,101,3.0,2.97,0.39,1.66,5.1,1.04,2.78,1065
2,13.34,1.25,2.2,21.5,80,2.5,1.3,0.34,1.35,2.0,1.12,2.01,502
1,14.1,1.76,2.28,16.0,118,2.6,2.51,0.26,1.36,5.05,0.88,3.2,1060
2,12.16,1.61,2.62,19.0,98,2.2,2.53,0.37,1.97,2.4,0.79,2.3,678
2,12.21,1.29,1.94,19.6,86,2.11,1.79,0.39,1.64,2.5,0.86,2.26,352
